9740100082,500 OLIVE ST,MAIN OFFICE,EUGENE,OR,FLATS,STANDARD,P,1800,1700,1000,20041206
9740100083,520 WILLAMETTE ST,MAIN OFFICE,EUGENE,OR,STAMPED,JUMBO SNKL,P,1800,1700,1000,20041206
9740100084,520 WILLAMETTE ST,MAIN OFFICE,EUGENE,OR,EXPRESS,EXPRESS,P,1800,1700,1000,20041206
9740100091,1200 EXECUTIVE PARKWAY,IN FRONT OF BLACK BLDGS.,EUGENE,OR,EXPRESS,EXPRESS,B,1630,,,20041206
9740100092,777 HIGH ST,,EUGENE,OR,METERED,STANDARD,B,1645,,,20041206
9740100093,975 OAK,10TH,EUGENE,OR,METERED,JUMBO STD,B,1715,1630,,20041206
9740100095,975 OAK,10TH,EUGENE,OR,FLATS,STANDARD,B,1715,1630,,20041206
9740100096,975 OAK,10TH,EUGENE,OR,EXPRESS,EXPRESS,B,1715,,,20041206
9740100099,1650 VALLEY RIVER DRIVE,NEXT TO BUS STOP,EUGENE,OR,METERED,STANDARD,B,1615,,,20041206
9740100100,1650 VALLEY RIVER DRIVE,NEXT TO BUS STOP,EUGENE,OR,STAMPED,STANDARD,B,1615,,,20041206
9740100113,390 W 11TH,FRONT OF WYATTS TIRES,EUGENE,OR,METERED,SNORKEL,B,1615,1645,,20041206
9740100114,2149 CENTENNIAL LOOP PLAZA,BOXES ON THE NW CORNER,EUGENE,OR,METERED,STANDARD,B,1645,,,20041206
9740100116,1100 FERRY,11TH (U LANE O CREDIT UNION),EUGENE,OR,STAMPED,STANDARD,B,1445,1400,,20041206
9740100117,975 HIGH ST,U OF O MAILROOM,EUGENE,OR,STAMPED,STANDARD,B,1545,,,20041206
9740100119,800 PEARL ST,8TH,EUGENE,OR,MIXED,SNORKEL,B,1530,,,20041206
9740100120,800 WILLAMETTE ST,,EUGENE,OR,STAMPED,STANDARD,B,1645,,,20041206
9740100121,800 WILLAMETTE ST,,EUGENE,OR,METERED,STANDARD,B,1645,,,20041206
9740100122,800 WILLAMETTE ST,,EUGENE,OR,METERED,STANDARD,B,1645,,,20041206
9740100123,151 W 7TH AVE,BANKRUPTCY COURT,EUGENE,OR,METERED,JUMBO STD,B,1630,,,20041206
9740100128,132 E BROADWAY,EUG PROF BLDG,EUGENE,OR,STAMPED,STANDARD,B,1645,1630,,20041206
9740100129,1560 COBURG RD,CHAMPION,EUGENE,OR,MIXED,SNORKEL,B,1630,1215,,20041206
9740100131,1200 HIGH ST,,EUGENE,OR,STAMPED,STANDARD,B,1445,,,20041206
9740100133,120 COBURG RD,(NEAR BP STATION),EUGENE,OR,EXPRESS,EXPRESS,B,1700,,,20041206
9740100134,1200 OLIVE ST,12TH (ACROSS FROM E HOSP),EUGENE,OR,METERED,STANDARD,B,1630,,,20041206
9740100135,1145 PEARL ST,,EUGENE,OR,FLATS,SNORKEL,B,1645,1400,,20041206
9740100136,700 PEARL ST,,EUGENE,OR,MIXED,STANDARD,B,1545,,,20041206
9740100139,722 E 11TH AVE,ORE MED LAB,EUGENE,OR,METERED,STANDARD,B,1400,,,20041206
9740100140,722 E 11TH AVE,ORE MED LAB,EUGENE,OR,STAMPED,STANDARD,B,1400,,,20041206
9740100141,1200 HILYARD ST,SACRED HEART HOSP.(PK LOT),EUGENE,OR,STAMPED,STANDARD,B,1630,1345,,20041206
9740100142,1200 HILYARD ST,SACRED HEART HOSP. (PK LOT),EUGENE,OR,METERED,STANDARD,B,1630,1345,,20041206
9740100143,1200 HILYARD ST,SACRED HEART HOSP. (PK LOT),EUGENE,OR,METERED,STANDARD,B,1630,1345,,20041206
9740100144,1200 HILYARD ST,SACRED HEART HOSP (PK LOT),EUGENE,OR,METERED,STANDARD,B,1630,1345,,20041206
9740100149,500 COUNTRY CLUB RD,FRONT OF CANCER CTR,EUGENE,OR,EXPRESS,EXPRESS,B,1645,,,20041206
9740100150,500 COUNTRY CLUB RD,FRONT OF CANCER CTR,EUGENE,OR,FLATS,STANDARD,B,1645,,,20041206
9740100151,500 COUNTRY CLUB RD,FRONT OF CANCER CTR,EUGENE,OR,METERED,JUMBO SNKL,B,1645,,,20041206
9740100152,500 COUNTRY CLUB RD,FRONT OF CANCER CTR,EUGENE,OR,STAMPED,JUMBO SNKL,B,1645,,,20041206
9740100153,520 WILLAMETTE ST,CUSTOMER LOBBY IN PO,EUGENE,OR,MIXED,WALL,F,1730,1400,,20041206
9740100154,800 GOODPASTOR ISLAND,BIG K MART,EUGENE,OR,METERED,SNORKEL,B,1600,,,20041206
9740100155,4730 VILLAGE PLAZA LOOP,,EUGENE,OR,STAMPED,SNORKEL,B,1600,,,20041206
9740100156,1000 OLIVE ST,,EUGENE,OR,MIXED,STANDARD,B,1630,,,20041206
9740100157,2295 N COBURG RD,HOLLY BUILDING,EUGENE,OR,MIXED,SNORKEL,B,1700,,,20041206
9740100158,2580 WILLAKENZIE RD,OAISIS MARKET STATION #3,EUGENE,OR,MIXED,SNORKEL,C,1700,,,20041206
9740100159,777 HIGH ST,,EUGENE,OR,FLATS,STANDARD,B,1645,,,20041206
9740100160,20448 HWY 36,BLACHLY CPO (97412),BLACHLY,OR,MIXED,STANDARD,C,1530,1130,,20041206
9740100161,20448 HWY 36,BLACHLY CPO (97412),BLACHLY,OR,MIXED,WALL,L,1530,1130,,20041206
9740100162,300 MILL,,EUGENE,OR,MIXED,STANDARD,R,1545,,,20041206
9740100163,520 WILLAMETTE ST,APC BOX IN PO LOBBY,EUGENE,OR,MIXED,PO LOB DRP,F,1730,1400,,20041206
9740200002,2125 W 7TH,"BIG ""Y"" SHOPPING CENTER",EUGENE,OR,MIXED,SNORKEL,B,1430,1545,,20041206
9740200003,950 TYINN ST,WESTSIDE POST OFFICE,EUGENE,OR,METERED,JUMBO SNKL,P,1730,1600,1000,20041206
9740200005,950 TYINN ST,WESTSIDE POST OFFICE,EUGENE,OR,MIXED,SNORKEL,P,1730,1600,1000,20041206
9740200006,3333 W 11TH AVE,FRED MEYER,EUGENE,OR,MIXED,STANDARD,B,1500,1600,,20041206
9740200008,1100 MCKINLEY,11TH (STAPLES),EUGENE,OR,MIXED,SNORKEL,B,1445,,,20041206
9740200014,950 TYINN ST,WESTSIDE POST OFFICE,EUGENE,OR,EXPRESS,EXPRESS,P,1730,1600,1000,20041206
9740200020,3333 W 11TH AVE,FRED MEYER,EUGENE,OR,MIXED,STANDARD,B,1500,1600,,20041206
9740200021,935 BAILEY HILL RD,SAFEWAY,EUGENE,OR,MIXED,STANDARD,B,1500,1600,,20041206
9740200042,4257 BARGER,BETWEEN ALBERTSONS&PAYLESS,EUGENE,OR,MIXED,STANDARD,B,1515,1530,,20041206
9740200043,950 TYINN ST,WESTSIDE POST OFFICE,EUGENE,OR,STAMPED,JUMBO SNKL,P,1730,1600,1000,20041206
9740200046,1700 CHAMBERS ST,17TH (ALBERTSONS),EUGENE,OR,STAMPED,JUMBO SNKL,B,1430,1300,,20041206
9740200047,1700 CHAMBERS ST,17TH (ALBERTSONS),EUGENE,OR,METERED,SNORKEL,B,1430,1300,,20041206
9740200049,28855 LOCKHEED DR,EUGENE AIRPORT,EUGENE,OR,MIXED,STANDARD,B,1600,1600,,20041206
9740200050,950 TYINN ST,WESTSIDE PO/CUSTOMER LOBBY,EUGENE,OR,MIXED,WALL,F,1730,1600,,20041206
9740200051,950 TYINN ST,APC BOX IN WESTSIDE PO LOBBY,EUGENE,OR,MIXED,PO LOB DRP,F,1730,1600,,20041206
9740200052,1136 HWY 99 N,,EUGENE,OR,MIXED,JUMBO SNKL,B,1730,,,20041206
9740300003,1300 UNIVERSITY,UNIVERSITY STATION (U OF O),EUGENE,OR,MIXED,SNORKEL,P,1715,1245,,20041206
9740300006,1300 UNIVERSITY,UNIVERSITY STATION (U OF O),EUGENE,OR,MIXED,WALL,F,1715,,,20041206
9740300007,1300 UNIVERSITY,UNIVERSITY STATION,EUGENE,OR,EXPRESS,EXPRESS,P,1715,,,20041206
9740300011,1495 E 19TH,CRNR = AGATE,EUGENE,OR,MIXED,STANDARD,B,1415,,,20041206
9740400001,60 DIVISION AVE,(FRED MEYER),EUGENE,OR,MIXED,STANDARD,B,1530,1515,,20041206
9740400002,45 DIVISION AVE,(ALBERTSON'S),EUGENE,OR,MIXED,STANDARD,B,1530,1515,,20041206
9740400003,2750 RIVER RD,GROCERY OUTLET CRNR = IRVING,EUGENE,OR,STAMPED,SNORKEL,R,1530,1515,,20041206
9740400004,255 RIVER AVE,RIVER ROAD STATION,EUGENE,OR,FLATS,SNORKEL,P,1730,1615,1000,20041206
9740400005,255 RIVER AVE,RIVER ROAD STATION,EUGENE,OR,STAMPED,JUMBO SNKL,P,1730,1615,1000,20041206
9740400006,255 RIVER AVE,RIVER ROAD STATION,EUGENE,OR,METERED,SNORKEL,P,1730,1615,1000,20041206
9740400007,255 RIVER AVE,RIVER ROAD STATION,EUGENE,OR,METERED,SNORKEL,P,1730,1615,1000,20041206
9740400008,255 RIVER AVE,RIVER ROAD STATION,EUGENE,OR,EXPRESS,EXPRESS,P,1730,,1000,20041206
9740400010,2750 RIVER RD,GROCERY OUTLET CRNR = IRVING,EUGENE,OR,METERED,SNORKEL,R,1530,1515,,20041206
9740400011,2620 RIVER RD,,EUGENE,OR,MIXED,STANDARD,B,1530,,,20041206
9740400012,255 RIVER AVE,RIVER RD PO CUSTOMER LOBBY,EUGENE,OR,MIXED,WALL,F,1730,1615,,20041206
9740400013,255 RIVER AVE,APC IN PO LOBBY,EUGENE,OR,MIXED,PO LOB DRP,F,1730,1615,,20041206
9740500001,4000 DONALD ST,40TH,EUGENE,OR,MIXED,SNORKEL,R,1600,1330,,20041206
9740500003,3075 HILYARD ST,ALBERTSONS,EUGENE,OR,MIXED,STANDARD,B,1615,1345,,20041206
9740500004,2055 PATTERSON ST,(NEAR THE YMCA),EUGENE,OR,MIXED,SNORKEL,R,1615,1345,,20041206
9740500006,30 E 33RD AVE,SOUTHSIDE STATION,EUGENE,OR,METERED,SNORKEL,P,1730,1615,1000,20041206
9740500007,30 E 33RD AVE,SOUTHSIDE STATION,EUGENE,OR,STAMPED,JUMBO SNKL,P,1730,1615,1000,20041206
9740500013,30 E 33RD AVE,SOUTHSIDE STATION,EUGENE,OR,EXPRESS,EXPRESS,P,1730,1300,1000,20041206
9740500014,30 E 33RD AVE,SOUTHSIDE STA PO CUST LOBBY,EUGENE,OR,MIXED,PO LOB DRP,F,1730,1615,,20041206
9740500015,2852 WILLAMETTE ST,WILLAMETTE PLAZA,EUGENE,OR,MIXED,STANDARD,B,1600,1300,,20041206
9740500016,30 E 33RD AVE,SOUTHSIDE STATION,EUGENE,OR,FLATS,SNORKEL,P,1730,1615,1000,20041206
9740500017,84899 TILLICUM SPACE 3&4,PLEASANT HILL CPO (97455),PLEASANT HILL,OR,MIXED,STANDARD,C,1630,1030,,20041206
9740500018,84899 TILLICUM SPACE 3&4,PLEASANT HILL CPO (97455),PLEASANT HILL,OR,MIXED,WALL,C,1700,1100,,20041206
9740500019,30 E 33RD AVE,APC IN PO LOBBY,EUGENE,OR,MIXED,PO LOB DRP,F,1730,1615,,20041206
9740600000,03996 COUGAR LN,INSIDE PO,AGNESS,OR,MIXED,WALL,F,1215,1215,,20041206
9740700000,10361 HWY 241,PO LOBBY/COMM BLDG,ALLEGANY,OR,E-MIXED,WALL,F,1300,1300,,20041206
9740800000,2815 CHAD DR,28TH (SHOPKO),EUGENE,OR,METERED,SNORKEL,R,1500,1215,,20041206
9740800002,1056 GREEN ACRES RD STE 102,IN FRONT OF PAKMAIL,EUGENE,OR,STAMPED,SNORKEL,B,1500,1515,,20041206
9740800003,91145 N WILLAMETTE ST,COBURG MARKET (CPO),EUGENE,OR,MIXED,STANDARD,B,1600,1200,,20041206
9740800004,91145 N WILLAMETTE ST,COBURG CPO,EUGENE,OR,MIXED,WALL,B,1600,1200,,20041206
9740800006,2815 CHAD DR,28TH (SHOPKO),EUGENE,OR,STAMPED,SNORKEL,R,1500,1215,,20041206
9740800007,1056 GREEN ACRES RD STE 102,IN FRONT OF PAKMAIL,EUGENE,OR,METERED,SNORKEL,B,1500,1515,,20041206
9740800011,3148 GATEWAY (EUG FAC & COL),CUST LOBBY/AND METERED MAIL,SPRINGFIELD,OR,STAMPED,WALL,P,2100,2100,,20041206
9740800012,3148 GATEWAY (EUG FAC & COL),FRONT OF PO/READ POSTED LABEL,SPRINGFIELD,OR,STAMPED,JUMBO SNKL,P,2100,2100,,20041206
9740800013,3148 GATEWAY (EUG FAC & COL),FRONT OF PO/READ POSTED LABEL,SPRINGFIELD,OR,EXPRESS,EXPR SNKL,P,2100,2100,,20041206
9740800014,3148 GATEWAY (EUG FAC & COL),FRONT OF PO/READ POSTED LABEL,SPRINGFIELD,OR,METERED,JUMBO SNKL,P,2100,2100,,20041206
9740800015,3148 GATEWAY,POST OFFICE,EUGENE,OR,DROP PT,HUB/DEPOT,P,1835,,,20041206
9740800016,3148 GATEWAY,APC BOX IN PO LOBBY,EUGENE,OR,MIXED,PO LOB DRP,F,2100,2100,,20041206
9740900000,90828 RAILROAD ST,INSIDE PO,ALVADORE,OR,MIXED,PO LOB DRP,F,1615,1015,,20041206
9740900001,90828 RAILROAD ST,FRONT OF STORE ON POLE,ALVADORE,OR,MIXED,POST,P,1615,1015,,20041206
9741000000,490 AZALEA-GLEN RD,POST OFFICE,AZALEA,OR,MIXED,STANDARD,P,1615,1015,,20041206
9741000001,490 AZALEA-GLEN RD,CUSTOMER LOBBY IN PO,AZALEA,OR,MIXED,WALL,F,1615,1015,,20041206
9741100000,44 MICHIGAN AVE NE,BANDON SHOPPING CENTER,BANDON,OR,MIXED,STANDARD,B,1300,1300,,20041206
9741100001,105 12TH ST SE,POST OFFICE LOBBY,BANDON,OR,MIXED,WALL,F,1630,1345,,20041206
9741100002,105 12TH ST SE,DRIVEWAY AT POST OFFICE,BANDON,OR,MIXED,SNORKEL,P,1600,1345,,20041206
9741100003,230 2ND ST SE,OLD TOWN BANDON,BANDON,OR,MIXED,STANDARD,B,1300,1300,,20041206
9741300000,91160 MCCAULY ST,POST OFFICE,BLUE RIVER,OR,MIXED,STANDARD,P,1500,1000,,20041206
9741300001,91837 MCKENZIE HWY,,BLUE RIVER,OR,MIXED,STANDARD,R,1130,1130,,20041206
9741300002,91808 MILL CREEK RD,HARBICKS CTRY STORE/PK LOT,BLUE RIVER,OR,MIXED,STANDARD,B,1100,1100,,20041206
9741300003,91160 MCCAULY ST,INSIDE PO LOBBY,BLUE RIVER,OR,MIXED,WALL,F,1600,1100,,20041206
9741400000,51008 DEMENT CRK RD,OUTSIDE PO,BROADBENT,OR,MIXED,SNORKEL,P,1500,0945,,20041206
9741400001,51008 DEMENT CRK RD,CUSTOMER LOBBY IN PO,BROADBENT,OR,MIXED,WALL,F,1500,0945,,20041206
9741500000,615 5TH ST,RAYS FOOD PLACE,BROOKINGS,OR,MIXED,STANDARD,B,1300,1300,,20041206
9741500001,16216 HWY 101 S,PRICE N PRIDE WAREHOUSE FOOD CENTER,BROOKINGS,OR,MIXED,STANDARD,B,1130,1130,,20041206
9741500002,711 SPRUCE ST,POST OFFICE/CRNR = CENTER,BROOKINGS,OR,STAMPED,SNORKEL,P,1500,1500,,20041206
9741500003,711 SPRUCE ST,POST OFFICE/CRNR = CENTER,BROOKINGS,OR,METERED,SNORKEL,P,1500,1500,,20041206
9741500004,711 SPRUCE ST,CUSTOMER LOBBY IN PO,BROOKINGS,OR,STAMPED,WALL,F,1500,1500,,20041206
9741500005,711 SPRUCE ST,CUSTOMER LOBBY IN PO,BROOKINGS,OR,METERED,WALL,F,1500,1500,,20041206
9741500006,711 SPRUCE ST,CUSTOMER LOBBY IN PO,BROOKINGS,OR,LOCAL,WALL,F,1500,1500,,20041206
9741500007,898 ELK DR,CITY HALL,BROOKINGS,OR,MIXED,SNORKEL,B,1300,1300,,20041206
9741500008,711 SPRUCE ST,POST OFFICE/CRNR = CENTER,BROOKINGS,OR,MIXED,SNORKEL,P,1500,1500,,20041206
9741500009,325 5TH ST,FRED MEYER,BROOKINGS,OR,MIXED,STANDARD,B,1100,1100,,20041206
9741600000,18493 HWY 42 RD,OUTSIDE PO,CAMAS VALLEY,OR,MIXED,POST,P,1230,1230,,20041206
9741600001,18493 HWY 42 RD,CUSTOMER LOBBY IN PO,CAMAS VALLEY,OR,MIXED,PO LOB DRP,F,1230,1230,,20041206
9741700000,131 SE 2ND ST,OUTSIDE PO,CANYONVILLE,OR,MIXED,SNORKEL,P,1645,1645,,20041206
9741700001,131 SE 2ND ST,CUSTOMER LOBBY,CANYONVILLE,OR,MIXED,WALL,F,1700,1000,,20041206
9741900000,27071 HWY 36,POST OFFICE,CHESHIRE,OR,MIXED,SNORKEL,P,1600,1100,,20041206
9741900001,27071 HWY 36,CUSTOMER LOBBY IN PO,CHESHIRE,OR,MIXED,WALL,F,1630,1100,,20041206
9742000002,1012 MICHIGAN AVE,MORRISON & MICHIGAN,COOS BAY,OR,E-MIXED,STANDARD,R,0930,0930,,20041206
9742000003,350 S 8TH ST,MAIN OFFICE FOR APTS,COOS BAY,OR,E-MIXED,WALL,R,1100,1030,,20041206
9742000005,320 CENTRAL AVE,HALL BLDG,COOS BAY,OR,E-MIXED,STANDARD,B,1645,1500,,20041206
9742000007,1020 S 1ST ST,FRED MEYERS,COOS BAY,OR,E-MIXED,STANDARD,B,1645,1500,,20041206
9742000009,411 N BAYSHORE DR,BEST WESTERN,COOS BAY,OR,E-MIXED,SNORKEL,B,1645,1500,,20041206
9742000010,381 N 2ND ST,2ND & HIGHLAND,COOS BAY,OR,E-MIXED,STANDARD,R,1645,1500,,20041206
9742000011,1775 THOMPSON RD,BAY AREA HOSPITAL,COOS BAY,OR,E-MIXED,STANDARD,B,1515,1445,,20041206
9742000012,2051 NEWMARK AVE,WAL-MART,COOS BAY,OR,E-MIXED,STANDARD,B,1500,1445,,20041206
9742000013,730 NEWMARK AVE,OUTSIDE EMPIRE STATION,COOS BAY,OR,E-MIXED,STANDARD,P,1430,1430,,20041206
9742000014,5055 BOAT BASIN DR,CHUCK'S SEAFOOD,COOS BAY,OR,E-MIXED,STANDARD,B,1445,1430,,20041206
9742000015,470 GOLDEN AVE,MAIN POST OFFICE,COOS BAY,OR,E-MIXED,STANDARD,P,1730,1615,,20041206
9742000016,470 GOLDEN AVE,MAIN POST OFFICE,COOS BAY,OR,E-MIXED,SNORKEL,P,1730,1615,,20041206
9742000017,470 GOLDEN AVE,MAIN POST OFFICE,COOS BAY,OR,E-MIXED,SNORKEL,P,1730,1615,,20041206
9742000018,470 GOLDEN AVE,MAIN POST OFFICE,COOS BAY,OR,E-MIXED,SNORKEL,P,1730,1615,,20041206
9742000019,730 NEWMARK AVE,LOBBY OF EMPIRE STA,COOS BAY,OR,E-MIXED,WALL,F,1430,1430,,20041206
9742000020,4535 KINGFISHER RD,LOBBY OF CHARLESTON CPU,COOS BAY,OR,MIXED,WALL,B,1445,1430,,20041206
9742000021,899 D ST,EASTSIDE CPU-TNT MARKET,COOS BAY,OR,E-MIXED,WALL,C,1400,,,20041206
9742000022,2110 NEWMARK AVE,NEWMARK CENTER,COOS BAY,OR,E-MIXED,STANDARD,B,1500,,,20041206
9742000023,470 GOLDEN AVE,LOBBY OF MAIN POST OFFICE,COOS BAY,OR,E-MIXED,WALL,F,1730,1615,,20041206
9742000024,245 S SCHONEMAN AVE,LTR/AT NDCBU IN OFFICE TURN ARO,COOS BAY,OR,MIXED,POST,R,0930,0930,,20041206
9742000025,134 S BROADWAY,DOWNTOWN AREA,COOS BAY,OR,MIXED,STANDARD,B,1645,1500,,20041206
9742300000,115 N BIRCH ST,POST OFFICE,COQUILLE,OR,MIXED,SNORKEL,P,1700,1530,,20041206
9742300001,99 E 2ND ST,CITY HALL,COQUILLE,OR,MIXED,SNORKEL,B,1600,1500,,20041206
9742300002,75 N BIRCH ST,CUSTOMER LOBBY IN PO,COQUILLE,OR,MIXED,RCVNG BOX,F,1715,1530,,20041206
9742400006,434 E MAIN ST,VACANT BLDG,COTTAGE GROVE,OR,MIXED,STANDARD,B,1700,1200,,20041206
9742400008,603 E MAIN ST,GROVE JEWLERS,COTTAGE GROVE,OR,MIXED,STANDARD,B,1700,1200,,20041206
9742400011,1137 N PACIFIC HWY,EMPORIUM,COTTAGE GROVE,OR,MIXED,STANDARD,B,1700,1200,,20041206
9742400012,100 GATEWAY BLVD,ARBY'S,COTTAGE GROVE,OR,MIXED,SNORKEL,B,1700,1200,,20041206
9742400013,29 N 7TH ST,US BANK,COTTAGE GROVE,OR,MIXED,STANDARD,B,1700,1200,,20041206
9742400015,901 ROW RIVER RD,WAL MART,COTTAGE GROVE,OR,STAMPED,STANDARD,B,1700,1200,,20041206
9742400016,901 ROW RIVER RD,WAL MART,COTTAGE GROVE,OR,METERED,STANDARD,B,1700,1200,,20041206
9742400017,115 N 14TH ST,COTTAGE GROVE POST OFFICE,COTTAGE GROVE,OR,STAMPED,JUMBO SNKL,P,1800,1400,,20041206
9742400018,115 N 14TH ST,COTTAGE GROVE POST OFFICE,COTTAGE GROVE,OR,METERED,JUMBO SNKL,P,1800,1400,,20041206
9742400019,115 N 14TH ST,CUSTOMER LOBBY INSIDE PO,COTTAGE GROVE,OR,MIXED,PO LOB DRP,F,1800,1400,,20041206
9742500000,19958 HWY 58,ATTACHED/ODELL SPORTSMAN CTR,CRESCENT LAKE,OR,MIXED,STANDARD,P,1645,0945,,20041206
9742500001,19958 HWY 58,WALL IN PO/BY ODELL SPRTSMAN CTR,CRESCENT LAKE,OR,MIXED,WALL,F,1700,0945,,20041206
9742600000,150 N MILL ST,POST OFFICE,CRESWELL,OR,MIXED,SNORKEL,P,1700,1630,,20041206
9742600001,33838 E RIVER DR,LOCATED BY REC RM,CRESWELL,OR,MIXED,STANDARD,R,1000,1000,,20041206
9742600002,150 N MILL ST,PO LOBBY,CRESWELL,OR,MIXED,WALL,F,1700,0900,,20041206
9742700000,37807 ROW RIVER RD,IN FRONT OF PO,CULP CREEK,OR,MIXED,STANDARD,P,1130,1115,,20041206
9742700001,37807 ROW RIVER RD,CUSTOMER LOBBY IN PO,CULP CREEK,OR,MIXED,WALL,F,1130,1115,,20041206
9742800000,524 BEAR CREEK RD,POST OFFICE LOBBY,CURTIN,OR,MIXED,PO LOB DRP,F,1700,1030,,20041206
9742800001,524 BEAR CREEK RD,POST OFFICE,CURTIN,OR,MIXED,POST,P,1700,1030,,20041206
9742900000,11286 TILLER TRAIL HWY,POST OFFICE,DAYS CREEK,OR,MIXED,SNORKEL,P,1515,1515,,20041206
9742900001,11286 TILLER TRAIL HWY,CUSTOMER LOBBY OF PO,DAYS CREEK,OR,MIXED,WALL,F,1515,1100,,20041206
